item_id,section,block,block_title,group,text,pitch,pitch_level,energy,note,suggest_male,suggest_female,filename_base,take,status,comment
E005,گفتار,E,گذار احساسی,,آره، دیدمش. خوب بود ··· خیلی خوب بود.,,,,خنثی ← دلتنگی فروخورده,,,SPK01_M_S_E_005,,,
E006,گفتار,E,گذار احساسی,,اول ترسیدم ··· بعد فهمیدم خودشه ··· بعد نمی‌دونستم بخندم یا گریه کنم.,,,,ترس ← تعجب ← بغض (سه‌مرحله‌ای),,,SPK01_M_S_E_006,,,
E007,گفتار,E,گذار احساسی,,بهت گفتم نرو! گفتم یا نگفتم؟ ··· ببخشید. ببخشید، حالت خوبه؟,,,,عصبانیت ← پشیمانی,,,SPK01_M_S_E_007,,,
E008,گفتار,E,گذار احساسی,,خیلی خب، بریم سراغش ··· وایسا. یه چیزی درست نیست.,,,,تصمیم ← شک,,,SPK01_M_S_E_008,,,
E009,گفتار,E,گذار احساسی,,قبول شدی؟ ··· قبول شدی! خدای من، قبول شدی!,,,,ناباوری ← شادی انفجاری,,,SPK01_M_S_E_009,,,
E010,گفتار,E,گذار احساسی,,من خستم. واقعاً خستم ··· ولی باشه. بلند شو بریم.,,,,خستگی ← اراده,,,SPK01_M_S_E_010,,,
E011,گفتار,E,گذار احساسی,,چیزی نیست، فقط یه خراش کوچیکه ··· خون داره میاد. کمک!,,,,بی‌اهمیتی ← وحشت,,,SPK01_M_S_E_011,,,
E012,گفتار,E,گذار احساسی,,دوستت دارم. همیشه داشتم ··· برای همین دارم می‌رم.,,,,محبت ← تصمیم تلخ,,,SPK01_M_S_E_012,,,
F001,گفتار,F,غیرکلامی,,نفس عمیق از بینی,,,,آرام,,,SPK01_M_S_F_001,,,
F002,گفتار,F,غیرکلامی,,نفس عمیق از دهان,,,,شنیدنی,,,SPK01_M_S_F_002,,,
F003,گفتار,F,غیرکلامی,,بازدم لرزان,,,,بعد از گریه,,,SPK01_M_S_F_003,,,
F004,گفتار,F,غیرکلامی,,آه کوتاه,,,,,,,SPK01_M_S_F_004,,,
F005,گفتار,F,غیرکلامی,,آه بلند و کشیده,,,,۴ ثانیه,,,SPK01_M_S_F_005,,,
F006,گفتار,F,غیرکلامی,,خمیازه با صدا,,,,,,,SPK01_M_S_F_006,,,
F007,گفتار,F,غیرکلامی,,تک‌خنده,,,,یک هجا,,,SPK01_M_S_F_007,,,
F008,گفتار,F,غیرکلامی,,خندهٔ معمولی,,,,۳ ثانیه,,,SPK01_M_S_F_008,,,
F009,گفتار,F,غیرکلامی,,قهقهه,,,,۴ ثانیه، رها,,,SPK01_M_S_F_009,,,
F010,گفتار,F,غیرکلامی,,خندهٔ خفه,,,,جلوی خنده را گرفتن,,,SPK01_M_S_F_010,,,
F011,گفتار,F,غیرکلامی,,پوزخند صدادار,,,,,,,SPK01_M_S_F_011,,,
F012,گفتار,F,غیرکلامی,,هق‌هق آرام,,,,۵ ثانیه,,,SPK01_M_S_F_012,,,
F013,گفتار,F,غیرکلامی,,گریهٔ بلند,,,,۵ ثانیه,,,SPK01_M_S_F_013,,,
F014,گفتار,F,غیرکلامی,,بغض — «چیزی نیست، خوبم.»,,,,با صدای گرفته,,,SPK01_M_S_F_014,,,
F015,گفتار,F,غیرکلامی,,سرفهٔ خشک,,,,دو بار,,,SPK01_M_S_F_015,,,
F016,گفتار,F,غیرکلامی,,تک‌سرفهٔ تصنعی,,,,جلب توجه,,,SPK01_M_S_F_016,,,
F017,گفتار,F,غیرکلامی,,صاف کردن گلو,,,,اِهم,,,SPK01_M_S_F_017,,,
F018,گفتار,F,غیرکلامی,,فین کردن,,,,,,,SPK01_M_S_F_018,,,
F019,گفتار,F,غیرکلامی,,«اِ...»,,,,مکث پرشده,,,SPK01_M_S_F_019,,,
F020,گفتار,F,غیرکلامی,,«اومم...»,,,,فکر کردن,,,SPK01_M_S_F_020,,,
F021,گفتار,F,غیرکلامی,,«خُب...»,,,,کشیده,,,SPK01_M_S_F_021,,,
F022,گفتار,F,غیرکلامی,,«هووم»,,,,تأیید، بسته‌دهان,,,SPK01_M_S_F_022,,,
F023,گفتار,F,غیرکلامی,,«اوهوم» و «نچ»,,,,بله و نه بی‌کلام,,,SPK01_M_S_F_023,,,
F024,گفتار,F,غیرکلامی,,«آخ!»,,,,درد ناگهانی,,,SPK01_M_S_F_024,,,
F025,گفتار,F,غیرکلامی,,«آی آی آی»,,,,درد ادامه‌دار,,,SPK01_M_S_F_025,,,
F026,گفتار,F,غیرکلامی,,«هان؟» / «ها؟»,,,,نشنیدن,,,SPK01_M_S_F_026,,,
F027,گفتار,F,غیرکلامی,,«اَه!»,,,,انزجار,,,SPK01_M_S_F_027,,,
F028,گفتار,F,غیرکلامی,,«هن!»,,,,تلاش فیزیکی,,,SPK01_M_S_F_028,,,
F029,گفتار,F,غیرکلامی,,سوت کوتاه,,,,,,,SPK01_M_S_F_029,,,
F030,گفتار,F,غیرکلامی,,تق‌تق زبان,,,,افسوس,,,SPK01_M_S_F_030,,,
F031,گفتار,F,غیرکلامی,,پچ‌پچ نامفهوم,,,,۵ ثانیه,,,SPK01_M_S_F_031,,,
F032,گفتار,F,غیرکلامی,,زمزمهٔ بی‌کلام,,,,روی سه ارتفاع مختلف,,,SPK01_M_S_F_032,,,
G001,گفتار,G,گفتار آزاد,,مسیر خانه‌تان را برای یک غریبه توضیح دهید.,,,,گفتار توضیحی، مکث‌های طبیعی، تصحیح خود,,,SPK01_M_S_G_001,,,
G002,گفتار,G,گفتار آزاد,,خنده‌دارترین اتفاقی که برایتان افتاده را تعریف کنید.,,,,خنده در حین حرف زدن — چیزی که ساختنی نیست,,,SPK01_M_S_G_002,,,
G003,گفتار,G,گفتار آزاد,,تلفنی با یک شرکت بابت قبض اشتباه بحث کنید.,,,,عصبانیت مؤدبانه، بالا رفتن تدریجی لحن,,,SPK01_M_S_G_003,,,
G004,گفتار,G,گفتار آزاد,,یک بچهٔ ترسیده را آرام کنید.,,,,لحن نرم و بالا، ساده‌سازی,,,SPK01_M_S_G_004,,,
G005,گفتار,G,گفتار آزاد,,یک موضوع کاری را در یک جلسهٔ رسمی توضیح دهید.,,,,ثبت رسمی — دقیقاً برعکس بقیهٔ بلوک,,,SPK01_M_S_G_005,,,
G006,گفتار,G,گفتار آزاد,,یک خاطرهٔ تلخ را تعریف کنید.,,,,بغض طبیعی، مکث‌های سنگین,,,SPK01_M_S_G_006,,,
G007,گفتار,G,گفتار آزاد,,سایه‌خوانی: یک صحنهٔ ۳ تا ۵ دقیقه‌ای از همان جنس محتوایی که قرار است تبدیل کنید انتخاب کنید و همزمان با هدفون، آن را دوبله کنید.,,,,باارزش‌ترین سه دقیقهٔ کل جلسه. اینجا گوینده در همان دامنه‌ای صدا تولید می‌کند که مدل قرار است در آن کار کند. حتماً هدفون بسته و ولوم پایین.,,,SPK01_M_S_G_007,,,
H001,آواز,H,گرم کردن,,لیپ‌ترنل (لرزاندن لب‌ها) روی اسکیل پنج‌نتی، صعودی و نزولی,,,,از P2 تا P4، کروماتیک,,,SPK01_M_V_H_001,,,
H002,آواز,H,گرم کردن,,هامینگ بسته‌دهان روی P2، P3 و P4,,,,هر کدام ۵ ثانیه,,,SPK01_M_V_H_002,,,
H003,آواز,H,گرم کردن,,سیرن صعودی — از P1 تا P5 روی مصوت «او»، پیوسته و بدون شکست,,,,مهم: همهٔ نقاط رنج در یک فایل — گنجینهٔ اطلاعاتی,,,SPK01_M_V_H_003,,,
H004,آواز,H,گرم کردن,,سیرن نزولی — از P5 تا P1,,,,همان، برعکس,,,SPK01_M_V_H_004,,,
H005,آواز,H,گرم کردن,,تمرین «نگ» صعودی روی پنج نت,,,,تشدید تشدیدگرهای بینی,,,SPK01_M_V_H_005,,,
H006,آواز,H,گرم کردن,,«مَه‑مِه‑می‑مو‑مو» روی اسکیل پنج‌نتی,,,,پوشش مصوت در آواز,,,SPK01_M_V_H_006,,,
H007,آواز,H,گرم کردن,,مصوت «آ» ثابت روی P3، ۱۰ ثانیه,,,,کنترل نفس,,,SPK01_M_V_H_007,,,
H008,آواز,H,گرم کردن,,صدای «س» ممتد، ۲۰ ثانیه,,,,کالیبراسیون فشار نفس,,,SPK01_M_V_H_008,,,
I001,آواز,I,مصوت‌های کشیده,,آ /ɒ/,P1,,,,,,SPK01_M_V_I_001,,,
I002,آواز,I,مصوت‌های کشیده,,آ,P2,,,,,,SPK01_M_V_I_002,,,
I003,آواز,I,مصوت‌های کشیده,,آ,P3,,,,,,SPK01_M_V_I_003,,,
I004,آواز,I,مصوت‌های کشیده,,آ,P4,,,,,,SPK01_M_V_I_004,,,
I005,آواز,I,مصوت‌های کشیده,,آ,P5,,,,,,SPK01_M_V_I_005,,,
I006,آواز,I,مصوت‌های کشیده,,اِ /e/,P1,,,,,,SPK01_M_V_I_006,,,
I007,آواز,I,مصوت‌های کشیده,,اِ,P2,,,,,,SPK01_M_V_I_007,,,
I008,آواز,I,مصوت‌های کشیده,,اِ,P3,,,,,,SPK01_M_V_I_008,,,
I009,آواز,I,مصوت‌های کشیده,,اِ,P4,,,,,,SPK01_M_V_I_009,,,
I010,آواز,I,مصوت‌های کشیده,,اِ,P5,,,,,,SPK01_M_V_I_010,,,
I011,آواز,I,مصوت‌های کشیده,,اُ /o/,P1,,,,,,SPK01_M_V_I_011,,,
I012,آواز,I,مصوت‌های کشیده,,اُ,P2,,,,,,SPK01_M_V_I_012,,,
I013,آواز,I,مصوت‌های کشیده,,اُ,P3,,,,,,SPK01_M_V_I_013,,,
I014,آواز,I,مصوت‌های کشیده,,اُ,P4,,,,,,SPK01_M_V_I_014,,,
I015,آواز,I,مصوت‌های کشیده,,اُ,P5,,,,,,SPK01_M_V_I_015,,,
I016,آواز,I,مصوت‌های کشیده,,اَ /æ/,P1,,,,,,SPK01_M_V_I_016,,,
I017,آواز,I,مصوت‌های کشیده,,اَ,P2,,,,,,SPK01_M_V_I_017,,,
I018,آواز,I,مصوت‌های کشیده,,اَ,P3,,,,,,SPK01_M_V_I_018,,,
I019,آواز,I,مصوت‌های کشیده,,اَ,P4,,,,,,SPK01_M_V_I_019,,,
I020,آواز,I,مصوت‌های کشیده,,اَ,P5,,,,,,SPK01_M_V_I_020,,,
I021,آواز,I,مصوت‌های کشیده,,ای /i/,P1,,,,,,SPK01_M_V_I_021,,,
I022,آواز,I,مصوت‌های کشیده,,ای,P2,,,,,,SPK01_M_V_I_022,,,
I023,آواز,I,مصوت‌های کشیده,,ای,P3,,,,,,SPK01_M_V_I_023,,,
I024,آواز,I,مصوت‌های کشیده,,ای,P4,,,,,,SPK01_M_V_I_024,,,
I025,آواز,I,مصوت‌های کشیده,,ای,P5,,,,,,SPK01_M_V_I_025,,,
I026,آواز,I,مصوت‌های کشیده,,او /u/,P1,,,,,,SPK01_M_V_I_026,,,
I027,آواز,I,مصوت‌های کشیده,,او,P2,,,,,,SPK01_M_V_I_027,,,
I028,آواز,I,مصوت‌های کشیده,,او,P3,,,,,,SPK01_M_V_I_028,,,
I029,آواز,I,مصوت‌های کشیده,,او,P4,,,,,,SPK01_M_V_I_029,,,
I030,آواز,I,مصوت‌های کشیده,,او,P5,,,,,,SPK01_M_V_I_030,,,
J001,آواز,J,اسکیل و آرپژ,,اسکیل پنج‌نتی صعودی-نزولی روی «آ»، کروماتیک از P1 تا P5,,,,سرعت متوسط,,,SPK01_M_V_J_001,,,
J002,آواز,J,اسکیل و آرپژ,,همان روی «ای»,,,,,,,SPK01_M_V_J_002,,,
J003,آواز,J,اسکیل و آرپژ,,آرپژ ماژور ‎ ۱‑۳‑۵‑۸‑۵‑۳‑۱ ‎ روی «آ»، سه ارتفاع مختلف,,,,P2، P3، P4,,,SPK01_M_V_J_003,,,
J004,آواز,J,اسکیل و آرپژ,,آرپژ مینور، همان سه ارتفاع,,,,,,,SPK01_M_V_J_004,,,
J005,آواز,J,اسکیل و آرپژ,,اسکیل اکتاو کامل صعودی-نزولی روی «آ»,,,,از P2,,,SPK01_M_V_J_005,,,
J006,آواز,J,اسکیل و آرپژ,,پرش اکتاو ‎ ۱‑۸‑۱ ‎، سه بار در ارتفاع‌های مختلف,,,,تست گذار رجیستر — اگر صدا شکست، عالی است، همان را نگه دارید,,,SPK01_M_V_J_006,,,
J007,آواز,J,اسکیل و آرپژ,,اسکیل کروماتیک آهسته، یک اکتاو,,,,هر نت ۱ ثانیه,,,SPK01_M_V_J_007,,,
J008,آواز,J,اسکیل و آرپژ,,اسکیل سریع (شانزدهم) روی «آ»,,,,تا جایی که تمیز درمی‌آید,,,SPK01_M_V_J_008,,,
J009,آواز,J,اسکیل و آرپژ,,اسکیل نزولی از P5 تا P1، پیوسته,,,,,,,SPK01_M_V_J_009,,,
J010,آواز,J,اسکیل و آرپژ,,آرپژ روی «او» با صدای فالستو (مرد) یا صدای سر (زن),,,,در بالای رنج,,,SPK01_M_V_J_010,,,
K001,آواز,K,ویبراتو,,بدون ویبراتو، کاملاً صاف (straight tone),P3,,,سخت‌تر از چیزی است که به نظر می‌رسد — تمرکز کنید,,,SPK01_M_V_K_001,,,
K002,آواز,K,ویبراتو,,ویبراتوی کم‌عمق,P3,,,نوسان ظریف,,,SPK01_M_V_K_002,,,
K003,آواز,K,ویبراتو,,ویبراتوی عمیق,P3,,,دامنهٔ زیاد,,,SPK01_M_V_K_003,,,
K004,آواز,K,ویبراتو,,ویبراتوی آهسته,P3,,,حدود ۴ نوسان در ثانیه,,,SPK01_M_V_K_004,,,
K005,آواز,K,ویبراتو,,ویبراتوی سریع,P3,,,حدود ۷ نوسان در ثانیه,,,SPK01_M_V_K_005,,,
K006,آواز,K,ویبراتو,,شروع صاف، ورود تدریجی ویبراتو,P3,,,پرکاربردترین حالت در آواز واقعی,,,SPK01_M_V_K_006,,,
K007,آواز,K,ویبراتو,,همان، در بالای رنج,P4–P5,,,,,,SPK01_M_V_K_007,,,
K008,آواز,K,ویبراتو,,همان، در پایین رنج,P1–P2,,,,,,SPK01_M_V_K_008,,,
L001,آواز,L,دینامیک,,از آرام‌ترین به بلندترین و برگشت، روی یک نت — ۱۰ ثانیه,P3,,,messa di voce — مهم‌ترین تمرین این بلوک,,,SPK01_M_V_L_001,,,
L002,آواز,L,دینامیک,,همان,P4,,,,,,SPK01_M_V_L_002,,,
L003,آواز,L,دینامیک,,همان,P2,,,,,,SPK01_M_V_L_003,,,
L004,آواز,L,دینامیک,,شروع آرام، انفجار ناگهانی به بلند,P3,,,subito forte,,,SPK01_M_V_L_004,,,
L005,آواز,L,دینامیک,,نت ثابت در آرام‌ترین حالت ممکن — ۸ ثانیه,P3,,,نزدیک نفس، ولی هنوز نت‌دار,,,SPK01_M_V_L_005,,,
L006,آواز,L,دینامیک,,نت ثابت در بلندترین حالت ممکن — ۶ ثانیه,P4,,,مراقب کلیپ باشید,,,SPK01_M_V_L_006,,,
M001,آواز,M,رجیسترها,,صدای سینه‌ای خالص,P1–P2,,,غلیظ و پر,,,SPK01_M_V_M_001,,,
M002,آواز,M,رجیسترها,,صدای سینه‌ای در بالاترین حد راحت,P3–P4,,,تا قبل از فشار,,,SPK01_M_V_M_002,,,
M003,آواز,M,رجیسترها,,صدای میکس,P3–P4,,,بین سینه و سر,,,SPK01_M_V_M_003,,,
M004,آواز,M,رجیسترها,,فالستو (مرد) / صدای سر (زن),P3,,,سبک و بی‌فشار,,,SPK01_M_V_M_004,,,
M005,آواز,M,رجیسترها,,فالستو / صدای سر در بالا,P5,,,,,,SPK01_M_V_M_005,,,
M006,آواز,M,رجیسترها,,گلیساندوی پیوسته: سینه ← میکس ← سر,P1–P5,,,بدون شکست، آهسته,,,SPK01_M_V_M_006,,,
M007,آواز,M,رجیسترها,,گلیساندوی برعکس: سر ← میکس ← سینه,P1–P5,,,,,,SPK01_M_V_M_007,,,
M008,آواز,M,رجیسترها,,عبور عمدی از نقطهٔ شکست، با شکست شنیدنی,P3,,,این «خرابی» نیست — دیتای باارزشی است,,,SPK01_M_V_M_008,,,
M009,آواز,M,رجیسترها,,بلت — بالاترین نتی که با قدرت می‌خوانید,P4–P5,,,سه بار، هر بار ۳ ثانیه. اگر درد گرفت، متوقف کنید.,,,SPK01_M_V_M_009,,,
M010,آواز,M,رجیسترها,,صدای نفس‌آلود (breathy),P3,,,امضای صوتی بالادها,,,SPK01_M_V_M_010,,,
N001,آواز,N,تحریر,,تحریر کوتاه نزولی، سه‌تایی,,,,روی «آ»، سه ارتفاع مختلف,,,SPK01_M_V_N_001,,,
N002,آواز,N,تحریر,,تحریر بلند نزولی,,,,۵ تا ۶ ثانیه,,,SPK01_M_V_N_002,,,
N003,آواز,N,تحریر,,تحریر صعودی,,,,,,,SPK01_M_V_N_003,,,
N004,آواز,N,تحریر,,تحریر سریع (چهچهه),,,,تا جایی که تمیز است,,,SPK01_M_V_N_004,,,
N005,آواز,N,تحریر,,تحریر آهسته و کشیده,,,,هر ضربه واضح و جدا,,,SPK01_M_V_N_005,,,
N006,آواز,N,تحریر,,آواز آزاد بدون ضرب، روی یک بیت شعر,,,,۲۰ ثانیه — شعر انتخاب خودتان,,,SPK01_M_V_N_006,,,
N007,آواز,N,تحریر,,کشش بلند با تحریر در انتها,,,,۸ ثانیه,,,SPK01_M_V_N_007,,,
N008,آواز,N,تحریر,,گردش بداهه در یک گوشه,,,,۳۰ ثانیه، آزاد,,,SPK01_M_V_N_008,,,
O001,آواز,O,سبک‌ها,پاپ,عبارت پایه، رنج محاوره‌ای، خوانش ساده ‖ متن: یه شب دیگه، یه راه دیگه، / بذار ببینم فردا چی می‌شه. / هرچی گذشت، گذشت و رفت، / من موندم و همین یه لحظه.,P2–P3,,,بدون تزئین,,,SPK01_M_V_O_001,,,
O002,آواز,O,سبک‌ها,پاپ,همان عبارت، در اوج پاپ با بلت ‖ متن: یه شب دیگه، یه راه دیگه، / بذار ببینم فردا چی می‌شه. / هرچی گذشت، گذشت و رفت، / من موندم و همین یه لحظه.,P4–P5,,,پرقدرت,,,SPK01_M_V_O_002,,,
O003,آواز,O,سبک‌ها,پاپ,همان عبارت با ملیزم و تزئین پاپ ‖ متن: یه شب دیگه، یه راه دیگه، / بذار ببینم فردا چی می‌شه. / هرچی گذشت، گذشت و رفت، / من موندم و همین یه لحظه.,P3–P4,,,گردش روی هجاهای پایانی,,,SPK01_M_V_O_003,,,
O004,آواز,O,سبک‌ها,بالاد,عبارت پایه، آرام و نفس‌آلود ‖ متن: یه شب دیگه، یه راه دیگه، / بذار ببینم فردا چی می‌شه. / هرچی گذشت، گذشت و رفت، / من موندم و همین یه لحظه.,P2–P3,,,نزدیک میکروفن، تقریباً زمزمه,,,SPK01_M_V_O_004,,,
O005,آواز,O,سبک‌ها,بالاد,همان، با کرشندو از زمزمه تا اوج ‖ متن: یه شب دیگه، یه راه دیگه، / بذار ببینم فردا چی می‌شه. / هرچی گذشت، گذشت و رفت، / من موندم و همین یه لحظه.,P2–P4,,,قوس دینامیکی کامل در یک عبارت,,,SPK01_M_V_O_005,,,
O006,آواز,O,سبک‌ها,راک و پرانرژی,عبارت پایه با خش کنترل‌شده (grit) ‖ متن: یه شب دیگه، یه راه دیگه، / بذار ببینم فردا چی می‌شه. / هرچی گذشت، گذشت و رفت، / من موندم و همین یه لحظه.,P3–P4,,,فقط اگر تکنیکش را بلدید — وگرنه رد کنید,,,SPK01_M_V_O_006,,,
O007,آواز,O,سبک‌ها,راک و پرانرژی,فریاد خوانده‌شده، ۲ ثانیه ‖ متن: یه شب دیگه، یه راه دیگه، / بذار ببینم فردا چی می‌شه. / هرچی گذشت، گذشت و رفت، / من موندم و همین یه لحظه.,P4–P5,,,حداکثر دو تیک. اگر گلو سوخت، تمام.,,,SPK01_M_V_O_007,,,
O008,آواز,O,سبک‌ها,راک و پرانرژی,عبارت پایه، پرانرژی و ضربه‌ای ‖ متن: یه شب دیگه، یه راه دیگه، / بذار ببینم فردا چی می‌شه. / هرچی گذشت، گذشت و رفت، / من موندم و همین یه لحظه.,P3–P4,,,تلفظ تیز، حمله‌های واضح,,,SPK01_M_V_O_008,,,
O009,آواز,O,سبک‌ها,سنتی,عبارت پایه در قالب آواز آزاد، با تحریر ‖ متن: یه شب دیگه، یه راه دیگه، / بذار ببینم فردا چی می‌شه. / هرچی گذشت، گذشت و رفت، / من موندم و همین یه لحظه.,P3–P5,,,بدون ضرب,,,SPK01_M_V_O_009,,,
O010,آواز,O,سبک‌ها,رپ,فلوی آهسته — ۳۰ ثانیه ‖ متن: شب که می‌شه، شهر یه رنگ دیگه داره، / چراغا روشن، ولی انگار کسی خونه نیست. / قدم می‌زنم، صدای قدمام تو کوچه می‌پیچه، / یه فکر تو سرم که هیچ‌جا جاش نیست.,,,,بدون بیت هم قابل قبول است؛ با بیت بهتر، ولی بیت نباید به میکروفن نشت کند,,,SPK01_M_V_O_010,,,
O011,آواز,O,سبک‌ها,رپ,فلوی متوسط — ۳۰ ثانیه ‖ متن: از صفر شروع کردم، نه اسمی نه راهی، / هر دری رو زدم، بسته بود، بازم موندم پاش. / گفتن نمی‌شه، گفتم باشه، ولی امتحان می‌کنم، / هر شب یه قدم، آروم ولی مطمئن.,,,,,,,SPK01_M_V_O_011,,,
O012,آواز,O,سبک‌ها,رپ,فلوی سریع — ۳۰ ثانیه ‖ متن: نه وقت واسه شک، نه جا واسه ترس، نه راه واسه برگشت، / یه نفس، یه قدم، یه هدف، تهش می‌رسم. / حرف زیاده، عمل کمه، من نشستم رو کارم، / تا وقتی نفس هست، همین‌جام و می‌سازم.,,,,وضوح تلفظ مهم‌تر از سرعت است,,,SPK01_M_V_O_012,,,
O013,آواز,O,سبک‌ها,رپ,هوک ملودیک — ۲۰ ثانیه، دو بار ‖ متن: بذار بگذره، بذار بگذره، / هرچی که بود، بذار بگذره. / فردا یه روز دیگه‌ست، یه شروع دیگه‌ست، / بذار بگذره.,,,,یک بار آرام، یک بار پرقدرت,,,SPK01_M_V_O_013,,,
O014,آواز,O,سبک‌ها,رپ,اَدلیب‌ها: «یه»، «آها»، «هه»، «اوه»، «چک»، نفس‌های ریتمیک، «های»,,,,هر کدام سه بار — پرکاربردترین صداهای رپ که هیچ دیتاست گفتاری ندارد,,,SPK01_M_V_O_014,,,
P001a,آواز,P,بازخوانی,,پاپ محاوره‌ای، رنج میانی، بدون فشار,,,,پاس ۱ — با بی‌کلام در هدفون، آهنگ کامل,سیروان خسروی — «رفتم» بابک جهانبخش — «حس بی‌تکرار»,گوگوش — «پل» هر پاپ ایرانی مدرن با رنج راحت,SPK01_M_V_P_001a,,,
P001b,آواز,P,بازخوانی,,پاپ محاوره‌ای، رنج میانی، بدون فشار,,,,پاس ۲ — آکاپلا بدون هیچ پخشی (فایل اصلی دیتاست),سیروان خسروی — «رفتم» بابک جهانبخش — «حس بی‌تکرار»,گوگوش — «پل» هر پاپ ایرانی مدرن با رنج راحت,SPK01_M_V_P_001b,,,
P001c,آواز,P,بازخوانی,,پاپ محاوره‌ای، رنج میانی، بدون فشار,,,,پاس ۳ — فقط کوروس/اوج، آکاپلا، دو بار,سیروان خسروی — «رفتم» بابک جهانبخش — «حس بی‌تکرار»,گوگوش — «پل» هر پاپ ایرانی مدرن با رنج راحت,SPK01_M_V_P_001c,,,
P002a,آواز,P,بازخوانی,,بالاد آرام، دینامیک پایین، صدای نفس‌آلود,,,,پاس ۱ — با بی‌کلام در هدفون، آهنگ کامل,مرتضی پاشایی — «یکی هست» محسن یگانه — «بهت قول میدم»,گوگوش — «مرداب» هر بالاد آرام با کشش‌های بلند,SPK01_M_V_P_002a,,,
P002b,آواز,P,بازخوانی,,بالاد آرام، دینامیک پایین، صدای نفس‌آلود,,,,پاس ۲ — آکاپلا بدون هیچ پخشی (فایل اصلی دیتاست),مرتضی پاشایی — «یکی هست» محسن یگانه — «بهت قول میدم»,گوگوش — «مرداب» هر بالاد آرام با کشش‌های بلند,SPK01_M_V_P_002b,,,
P002c,آواز,P,بازخوانی,,بالاد آرام، دینامیک پایین، صدای نفس‌آلود,,,,پاس ۳ — فقط کوروس/اوج، آکاپلا، دو بار,مرتضی پاشایی — «یکی هست» محسن یگانه — «بهت قول میدم»,گوگوش — «مرداب» هر بالاد آرام با کشش‌های بلند,SPK01_M_V_P_002c,,,
P003a,آواز,P,بازخوانی,,اوج پاپ، بلت در رنج بالا,,,,پاس ۱ — با بی‌کلام در هدفون، آهنگ کامل,محسن چاوشی — «کجایی» محسن یگانه — «نگام کن»,هایده — «سوغاتی» هر آهنگ با اوج قدرتمند,SPK01_M_V_P_003a,,,
P003b,آواز,P,بازخوانی,,اوج پاپ، بلت در رنج بالا,,,,پاس ۲ — آکاپلا بدون هیچ پخشی (فایل اصلی دیتاست),محسن چاوشی — «کجایی» محسن یگانه — «نگام کن»,هایده — «سوغاتی» هر آهنگ با اوج قدرتمند,SPK01_M_V_P_003b,,,
P003c,آواز,P,بازخوانی,,اوج پاپ، بلت در رنج بالا,,,,پاس ۳ — فقط کوروس/اوج، آکاپلا، دو بار,محسن چاوشی — «کجایی» محسن یگانه — «نگام کن»,هایده — «سوغاتی» هر آهنگ با اوج قدرتمند,SPK01_M_V_P_003c,,,
P004a,آواز,P,بازخوانی,,رنج پایین، صدای سینه‌ای غلیظ,,,,پاس ۱ — با بی‌کلام در هدفون، آهنگ کامل,رضا صادقی — «مشکی رنگ عشقه» هر آهنگ با ثبت پایین و خش,مهستی — هر آهنگ در رنج پایین‌تر هایده — قطعات آرام,SPK01_M_V_P_004a,,,
P004b,آواز,P,بازخوانی,,رنج پایین، صدای سینه‌ای غلیظ,,,,پاس ۲ — آکاپلا بدون هیچ پخشی (فایل اصلی دیتاست),رضا صادقی — «مشکی رنگ عشقه» هر آهنگ با ثبت پایین و خش,مهستی — هر آهنگ در رنج پایین‌تر هایده — قطعات آرام,SPK01_M_V_P_004b,,,
P004c,آواز,P,بازخوانی,,رنج پایین، صدای سینه‌ای غلیظ,,,,پاس ۳ — فقط کوروس/اوج، آکاپلا، دو بار,رضا صادقی — «مشکی رنگ عشقه» هر آهنگ با ثبت پایین و خش,مهستی — هر آهنگ در رنج پایین‌تر هایده — قطعات آرام,SPK01_M_V_P_004c,,,
P005a,آواز,P,بازخوانی,,سنتی، تحریر، آواز آزاد,,,,پاس ۱ — با بی‌کلام در هدفون، آهنگ کامل,محمدرضا شجریان — «مرغ سحر» همایون شجریان — «چرا رفتی»,سیما بینا — «دو پرنده» پریسا — هر آواز با تحریر,SPK01_M_V_P_005a,,,
P005b,آواز,P,بازخوانی,,سنتی، تحریر، آواز آزاد,,,,پاس ۲ — آکاپلا بدون هیچ پخشی (فایل اصلی دیتاست),محمدرضا شجریان — «مرغ سحر» همایون شجریان — «چرا رفتی»,سیما بینا — «دو پرنده» پریسا — هر آواز با تحریر,SPK01_M_V_P_005b,,,
P005c,آواز,P,بازخوانی,,سنتی، تحریر، آواز آزاد,,,,پاس ۳ — فقط کوروس/اوج، آکاپلا، دو بار,محمدرضا شجریان — «مرغ سحر» همایون شجریان — «چرا رفتی»,سیما بینا — «دو پرنده» پریسا — هر آواز با تحریر,SPK01_M_V_P_005c,,,
P006a,آواز,P,بازخوانی,,راک یا پرانرژی، خش کنترل‌شده,,,,پاس ۱ — با بی‌کلام در هدفون، آهنگ کامل,فرهاد مهراد — «مرد تنهای شب» علیرضا عصار — «کوچ عاشقانه»,هر آهنگ پرانرژی با اوج بلند یا نسخهٔ ترنسپوزشدهٔ ستون کناری,SPK01_M_V_P_006a,,,
